year,vcnaics4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1987,7223,12984,17783,333771,327687,3741,21.494,2985,17.150,85672,49458,36214,15.093,26.145,73556,33145,40411,10.115,22.447,12116,3.697,44.894,2112,2124,18278
1987,7224,52277,53003,313897,311110,8827,16.568,9377,17.600,90792,50562,40230,16.252,29.183,85206,41722,43484,13.411,27.388,5586,1.796,54.775,7525,7561,33230
1987,7225,208703,285849,5428264,5284973,53691,19.193,41482,14.829,1379281,768223,611058,14.536,26.098,1095464,491438,604026,9.299,20.728,283817,5.370,41.456,30434,31128,323514
1987,8111,107990,114079,580541,567464,19582,17.467,15641,13.952,148164,73126,75038,12.886,26.110,121603,56641,64962,9.981,21.429,26561,4.681,42.858,12017,12100,44858
1987,8112,11055,13134,107862,108026,2155,16.780,1573,12.248,24355,12034,12321,11.140,22.545,24484,9033,15451,8.362,22.665,-129,-0.119,45.091,1118,1121,3762
1987,8113,20333,21521,156408,156570,3076,14.436,2649,12.432,31303,11459,19844,7.319,19.993,31445,11463,19982,7.321,20.084,-142,-0.091,39.986,1900,1902,7822
1987,8114,23897,25559,151242,149851,4372,17.323,3731,14.783,33051,14464,18587,9.652,22.056,30323,12361,17962,8.249,20.236,2728,1.820,40.471,2804,2810,8179
1987,8121,75353,83914,424163,423311,12736,15.083,13785,16.325,100347,51990,48357,12.282,23.705,99179,50838,48341,12.010,23.429,1168,0.276,46.859,10837,10943,37179
1987,8122,17121,20159,123967,121602,1656,8.224,1609,7.991,22380,6338,16042,5.212,18.404,17637,6197,11440,5.096,14.504,4743,3.900,29.008,1099,1118,4523
1987,8123,33143,39489,364427,360370,5758,14.698,5133,13.102,72765,32181,40584,8.930,20.192,64218,28370,35848,7.872,17.820,8547,2.372,35.640,3715,3854,19268
1987,8129,12985,21378,189327,190551,4478,21.373,3626,17.306,47396,19751,27645,10.365,24.873,49403,23686,25717,12.430,25.926,-2007,-1.053,49.746,2205,2278,12541
1987,8131,126403,126485,1014555,1001158,7205,5.743,5147,4.103,126372,21383,104989,2.136,12.623,99709,16470,83239,1.645,9.959,26663,2.663,19.919,3054,3054,8351
1987,8132,8158,9224,127549,123553,1004,11.108,633,7.003,22591,6123,16468,4.956,18.285,14627,4099,10528,3.318,11.839,7964,6.446,23.677,433,436,2694
1987,8133,7207,8383,93946,92058,946,11.435,726,8.776,17834,5172,12662,5.618,19.373,14015,4347,9668,4.722,15.224,3819,4.148,30.448,463,475,2489
1987,8134,29189,30610,266445,263281,2389,7.851,2025,6.655,39242,9203,30039,3.496,14.905,32931,7413,25518,2.816,12.508,6311,2.397,25.016,1366,1366,4805
1987,8139,56835,59190,474566,470634,5090,8.628,4695,7.959,83732,23539,60193,5.002,17.791,75964,21192,54772,4.503,16.141,7768,1.651,32.282,3275,3281,13975
1988,1131,220,231,2798,2653,39,17.257,29,12.832,694,305,389,11.496,26.159,405,161,244,6.069,15.266,289,10.893,30.531,21,21,118
1988,1132,87,102,1573,1532,20,20.101,15,15.075,429,172,257,11.227,28.003,361,119,242,7.768,23.564,68,4.439,47.128,12,12,49
1988,1133,10775,10854,89351,87747,1732,16.096,1545,14.358,22062,7883,14179,8.984,25.143,18835,7510,11325,8.559,21.465,3227,3.678,42.930,1159,1160,4894
1988,1141,1052,1060,7271,7240,201,18.768,223,20.822,3049,1381,1668,19.075,42.113,2989,1502,1487,20.746,41.285,60,0.829,82.569,166,166,773
1988,1142,141,141,1007,1005,31,22.464,25,18.116,234,87,147,8.657,23.284,224,108,116,10.746,22.289,10,0.995,44.577,22,22,90
1988,1151,3776,4088,52175,50419,624,15.255,629,15.377,17767,8467,9300,16.793,35.239,14240,6787,7453,13.461,28.243,3527,6.995,56.487,347,349,3490
1988,1152,1937,1954,13968,13873,336,17.329,306,15.781,2862,1072,1790,7.728,20.631,2627,1158,1469,8.347,18.937,235,1.694,37.873,241,241,790
1988,1153,792,803,10800,10364,156,19.784,127,16.107,3679,1351,2328,13.036,35.500,2811,1293,1518,12.476,27.124,868,8.376,54.248,94,94,922
1988,2111,7151,8713,123731,127361,1031,11.678,1262,14.295,21465,6593,14872,5.177,16.854,28933,9812,19121,7.704,22.717,-7468,-5.864,33.707,808,819,3209
1988,2121,2239,2809,144963,148445,475,16.643,565,19.797,24123,11372,12751,7.661,16.251,31298,11957,19341,8.055,21.084,-7175,-4.833,32.501,409,412,6933
1988,2122,495,635,40229,37801,151,24.257,126,20.241,10086,2092,7994,5.534,26.682,5400,1409,3991,3.727,14.286,4686,12.397,28.571,86,86,481
1988,2123,3523,5053,106684,104292,470,9.331,438,8.696,18071,5924,12147,5.680,17.327,13273,4238,9035,4.064,12.727,4798,4.601,25.454,261,263,1738
1988,2131,8119,9289,161265,161219,1299,13.648,1757,18.460,46143,10109,36034,6.270,28.621,45985,22858,23127,14.178,28.523,158,0.098,57.047,1084,1098,6479
1988,2211,1705,6014,596064,599241,303,5.062,247,4.126,31826,9445,22381,1.576,5.311,38506,12089,26417,2.017,6.426,-6680,-1.115,10.622,56,132,5362
1988,2212,592,2505,143572,141944,268,10.848,199,8.055,13144,7314,5830,5.153,9.260,10163,3874,6289,2.729,7.160,2981,2.100,14.320,33,33,187
1988,2213,3845,4108,31488,31120,373,9.206,260,6.417,4378,1453,2925,4.669,14.068,3644,1829,1815,5.877,11.710,734,2.359,23.419,158,160,1073
1988,2361,107599,107991,639560,634140,22486,21.067,19976,18.715,204940,85252,119688,13.444,32.318,194301,83755,110546,13.208,30.640,10639,1.678,61.280,14784,14789,61465
1988,2362,38074,38790,705372,699714,5203,13.453,4974,12.861,190333,37961,152372,5.425,27.202,177816,46840,130976,6.694,25.413,12517,1.789,50.825,3769,3775,32504
1988,2371,13546,13844,299352,299543,1460,10.596,1330,9.652,65035,12661,52374,4.227,21.711,66160,13265,52895,4.428,22.087,-1125,-0.376,43.423,982,984,8244
1988,2372,9797,10020,77814,75534,2356,23.751,2155,21.725,29342,15257,14085,20.199,38.846,24856,12120,12736,16.046,32.907,4486,5.939,65.814,1739,1756,9725
1988,2373,9546,9940,263882,260464,1131,11.431,1039,10.501,57646,10824,46822,4.156,22.132,50746,11579,39167,4.446,19.483,6900,2.649,38.966,780,781,7591
1988,2379,5017,5071,78783,82431,799,15.705,832,16.354,18659,6464,12195,7.842,22.636,25921,6423,19498,7.792,31.446,-7262,-8.810,45.272,652,652,3456
1988,2381,76549,76992,736709,733684,12277,16.068,11108,14.538,204623,62379,142244,8.502,27.890,198058,62350,135708,8.498,26.995,6565,0.895,53.990,8456,8461,49588
1988,2382,116911,118901,1248204,1231050,16120,13.726,13193,11.234,268218,70787,197431,5.750,21.788,234468,67334,167134,5.470,19.046,33750,2.742,38.092,10143,10160,52034
1988,2383,79382,79828,667902,663781,15270,19.343,13502,17.103,192618,62757,129861,9.454,29.018,184272,62104,122168,9.356,27.761,8346,1.257,55.522,10306,10307,48779
1988,2389,40742,40972,356722,350905,6727,16.612,5772,14.254,98808,30365,68443,8.653,28.158,87131,27966,59165,7.970,24.830,11677,3.328,49.661,4361,4364,21265
1988,3111,1215,1813,48118,48390,120,6.581,141,7.732,6390,2686,3704,5.551,13.205,7042,3225,3817,6.665,14.553,-652,-1.347,26.411,76,77,1085
1988,3112,475,823,65489,65254,52,6.326,50,6.083,5124,1194,3930,1.830,7.852,4699,1624,3075,2.489,7.201,425,0.651,14.402,27,27,211
1988,3113,1582,1901,86974,85314,221,11.681,203,10.729,11625,1787,9838,2.095,13.626,8459,1961,6498,2.299,9.915,3166,3.711,19.830,120,121,734
1988,3114,1141,1569,168117,168334,133,8.461,139,8.842,25912,8806,17106,5.231,15.393,26353,10642,15711,6.322,15.655,-441,-0.262,30.786,76,76,1947
1988,3115,1506,2151,138530,137121,125,5.701,208,9.487,16739,5818,10921,4.243,12.208,14461,5834,8627,4.255,10.546,2278,1.661,21.092,132,132,1510
1988,3116,3830,4429,357102,348707,349,7.821,416,9.322,46849,12944,33905,3.712,13.435,29645,11189,18456,3.209,8.501,17204,4.934,17.003,317,318,5789
1988,3117,704,818,46546,45067,86,10.710,56,6.974,9634,2759,6875,6.122,21.377,6807,1260,5547,2.796,15.104,2827,6.273,30.209,40,40,784
1988,3118,9093,10696,308610,306475,1495,14.034,1409,13.226,43860,18581,25279,6.063,14.311,40478,15745,24733,5.137,13.208,3382,1.104,26.415,1029,1046,7345
1988,3119,2044,2405,133098,131742,276,11.577,234,9.815,18224,6429,11795,4.880,13.833,15489,5101,10388,3.872,11.757,2735,2.076,23.514,155,155,2411
1988,3121,1788,2297,149694,148288,236,10.340,207,9.069,20329,8133,12196,5.485,13.709,17263,4563,12700,3.077,11.642,3066,2.068,23.283,139,141,2248
1988,3122,94,131,35608,34690,9,6.818,11,8.333,4397,166,4231,0.479,12.675,2485,682,1803,1.966,7.163,1912,5.512,14.327,7,7,89
1988,3131,397,622,112735,111765,47,7.605,39,6.311,12847,5380,7467,4.814,11.495,11134,3070,8064,2.747,9.962,1713,1.533,19.924,24,24,664
1988,3132,1633,1967,258160,250946,190,9.764,148,7.605,30786,16473,14313,6.564,12.268,16787,4769,12018,1.900,6.690,13999,5.579,13.379,99,101,1478
1988,3133,5600,6307,146230,144439,660,10.516,598,9.528,21396,6618,14778,4.582,14.813,17878,5544,12334,3.838,12.378,3518,2.436,24.755,455,457,3170
1988,3141,3695,3989,130236,127748,430,10.714,479,11.935,18899,7530,11369,5.894,14.794,13836,4976,8860,3.895,10.831,5063,3.963,21.661,354,363,3174
1988,3149,3649,3765,110900,110432,521,14.114,374,10.131,18886,6569,12317,5.948,17.102,17784,5872,11912,5.317,16.104,1102,0.998,32.208,303,304,4597
1988,3151,1275,1401,140586,141564,149,10.613,155,11.040,16767,5907,10860,4.173,11.844,18813,4616,14197,3.261,13.289,-2046,-1.445,23.688,130,131,3726
1988,3152,11524,12905,791222,801671,2080,16.053,2184,16.856,128479,49282,79197,6.147,16.026,148236,64677,83559,8.068,18.491,-19757,-2.464,32.053,1845,1849,39442
1988,3159,1757,1838,59881,58795,291,16.243,198,11.052,11764,5487,6277,9.333,20.009,9634,3204,6430,5.449,16.386,2130,3.623,32.772,154,155,2532
1988,3161,320,348,14936,14942,31,9.038,21,6.122,2279,790,1489,5.287,15.252,2298,576,1722,3.855,15.379,-19,-0.127,30.505,11,11,80
1988,3162,397,527,83173,81898,44,8.365,42,7.985,10990,2298,8692,2.806,13.419,8348,2775,5573,3.388,10.193,2642,3.226,20.386,26,26,837
1988,3169,1115,1163,37330,37038,125,10.666,143,12.201,6696,2051,4645,5.538,18.079,5985,3019,2966,8.151,16.159,711,1.920,32.318,109,109,781
1988,3211,4598,5098,145751,144001,544,10.752,467,9.230,23568,9170,14398,6.368,16.367,20113,10451,9662,7.258,13.967,3455,2.399,27.935,337,338,3475
1988,3212,1305,1610,106386,105039,174,10.913,143,8.968,13035,5239,7796,4.988,12.410,10239,3921,6318,3.733,9.748,2796,2.662,19.496,101,107,2008
1988,3219,9126,9791,287949,283550,1213,12.508,1026,10.580,48160,16550,31610,5.837,16.985,39223,12895,26328,4.548,13.833,8937,3.152,27.666,784,787,7562
1988,3221,228,544,190396,190295,25,4.613,21,3.875,8204,2795,5409,1.469,4.311,8005,1852,6153,0.973,4.207,199,0.105,8.413,11,12,612
1988,3222,3610,5196,397669,393787,325,6.277,288,5.563,38943,10270,28673,2.608,9.889,31463,9196,22267,2.335,7.990,7480,1.900,15.980,201,203,4560
1988,3231,40961,42793,831293,818641,4905,11.600,3888,9.195,115837,34724,81113,4.242,14.150,90550,34442,56108,4.207,11.061,25287,3.089,22.122,3141,3146,22249
1988,3241,1271,2131,113727,113439,193,9.106,170,8.021,11168,5455,5713,4.809,9.845,10462,3732,6730,3.290,9.223,706,0.622,18.445,93,96,2262
1988,3251,1139,2273,227972,224228,197,8.810,123,5.501,28178,7621,20557,3.399,12.567,21493,9123,12370,4.069,9.585,6685,2.981,19.171,44,44,1153
1988,3252,363,633,131124,127909,66,10.706,33,5.353,14263,7958,6305,6.222,11.151,7980,1472,6508,1.151,6.239,6283,4.912,12.478,19,19,431
1988,3253,619,890,41511,41938,64,7.072,94,10.387,4240,1407,2833,3.355,10.110,5097,1899,3198,4.528,12.154,-857,-2.044,20.221,46,49,465
1988,3254,1068,1313,163268,162085,131,10.108,97,7.485,16114,4885,11229,3.014,9.942,14029,4732,9297,2.919,8.655,2085,1.286,17.311,62,63,1795
1988,3255,1624,2127,77080,76184,145,6.836,133,6.271,8783,2194,6589,2.880,11.529,7023,2497,4526,3.278,9.218,1760,2.310,18.437,80,80,730
1988,3256,2032,2279,120223,118458,206,9.035,208,9.123,16516,3470,13046,2.929,13.942,13262,5697,7565,4.809,11.196,3254,2.747,22.391,147,148,1883
1988,3259,2129,2751,142654,140176,317,11.767,203,7.535,19292,8259,11033,5.892,13.763,14458,3203,11255,2.285,10.314,4834,3.449,20.628,130,132,1493
1988,3261,9830,11695,654375,637404,1095,9.457,862,7.445,100616,27034,73582,4.241,15.785,67099,19183,47916,3.010,10.527,33517,5.258,21.054,624,629,10319
1988,3262,2114,2558,192126,191119,239,9.415,200,7.879,19533,4622,14911,2.418,10.220,17484,8569,8915,4.484,9.148,2049,1.072,18.296,125,130,2014
1988,3271,1374,1661,83397,81814,196,11.793,198,11.913,12156,3113,9043,3.805,14.858,8683,3320,5363,4.058,10.613,3473,4.245,21.226,146,146,1070
1988,3272,1686,1940,143807,142729,242,12.697,174,9.129,15682,3392,12290,2.377,10.987,13585,5542,8043,3.883,9.518,2097,1.469,19.036,129,129,2549
1988,3273,6668,9064,189908,190308,723,8.012,643,7.125,32036,11274,20762,5.924,16.834,32533,9517,23016,5.001,17.095,-497,-0.261,33.668,436,443,5440
1988,3274,262,356,18100,17931,40,11.315,35,9.901,2024,862,1162,4.807,11.288,1731,652,1079,3.636,9.654,293,1.634,19.308,20,20,318
1988,3279,1887,2180,77972,76443,222,10.266,187,8.647,11031,3227,7804,4.221,14.430,8111,3543,4568,4.635,10.611,2920,3.820,21.221,128,128,1421
1988,3311,348,422,196654,187794,51,12.100,50,11.862,27170,10470,16700,5.575,14.468,8766,1921,6845,1.023,4.668,18404,9.800,9.336,33,33,577
1988,3312,523,704,66636,64955,57,8.120,53,7.550,9013,2385,6628,3.672,13.876,5509,2693,2816,4.146,8.481,3504,5.395,16.963,32,33,593
1988,3313,333,476,86746,84699,43,9.168,29,6.183,9841,3780,6061,4.463,11.619,5572,2194,3378,2.590,6.579,4269,5.040,13.157,10,10,214
1988,3314,770,929,82390,81804,87,9.400,80,8.644,9932,4168,5764,5.095,12.141,8881,4152,4729,5.076,10.856,1051,1.285,21.713,42,43,671
1988,3315,2529,2789,213454,209525,205,7.382,181,6.518,28489,5818,22671,2.777,13.597,21071,9003,12068,4.297,10.057,7418,3.540,20.113,131,133,3537
1988,3321,3300,3512,145219,141953,227,6.480,209,5.966,20079,5003,15076,3.524,14.145,13573,5063,8510,3.567,9.562,6506,4.583,19.123,156,156,2466
1988,3322,1292,1420,78086,77514,116,8.227,96,6.809,8472,1822,6650,2.351,10.930,7433,1815,5618,2.342,9.589,1039,1.340,19.178,68,68,1091
1988,3323,10022,10835,340142,336804,902,8.338,869,8.033,52767,14312,38455,4.249,15.667,45929,14910,31019,4.427,13.637,6838,2.030,27.273,643,647,8305
1988,3324,1515,1859,115457,115031,161,8.705,142,7.678,15023,3942,11081,3.427,13.060,14201,4087,10114,3.553,12.345,822,0.715,24.691,88,88,1408
1988,3325,969,1065,75014,73157,104,9.943,66,6.310,9418,4283,5135,5.855,12.874,5785,1296,4489,1.772,7.908,3633,4.966,15.815,38,38,473
1988,3326,1627,1830,72001,70081,185,10.315,112,6.245,9797,2553,7244,3.643,13.980,5864,2257,3607,3.221,8.368,3933,5.612,16.735,76,76,1114
1988,3327,21282,21568,328207,317274,2174,10.157,1848,8.633,57088,15027,42061,4.736,17.993,35138,13686,21452,4.314,11.075,21950,6.918,22.150,1444,1445,9800
1988,3328,5498,5844,138178,144277,412,7.060,396,6.785,21524,3920,17604,2.717,14.919,32703,6851,25852,4.749,22.667,-11179,-7.748,29.837,306,306,3957
1988,3329,6401,6884,364124,357287,773,11.353,623,9.150,45295,9949,35346,2.785,12.677,31765,11581,20184,3.241,8.891,13530,3.787,17.781,469,470,5154
1988,3331,2913,3173,199806,193519,280,8.831,275,8.674,35951,8853,27098,4.575,18.578,22945,9575,13370,4.948,11.857,13006,6.721,23.713,190,190,1750
1988,3332,4100,4335,168276,165330,376,8.738,312,7.251,24890,5861,19029,3.545,15.055,18959,8660,10299,5.238,11.467,5931,3.587,22.935,233,234,3926
1988,3333,2228,2358,153092,150675,233,10.017,169,7.266,21940,8523,13417,5.657,14.561,17291,7914,9377,5.252,11.476,4649,3.085,22.951,123,123,2642
1988,3334,1629,1875,165278,163302,163,8.686,166,8.846,21496,6407,15089,3.923,13.163,17321,6302,11019,3.859,10.607,4175,2.557,21.214,112,112,2182
1988,3335,9227,9558,218224,215137,631,6.605,623,6.521,29869,6936,22933,3.224,13.884,23849,7391,16458,3.435,11.085,6020,2.798,22.171,467,469,2769
1988,3336,748,895,128678,128896,54,6.023,57,6.358,14579,3798,10781,2.947,11.311,14877,4951,9926,3.841,11.542,-298,-0.231,22.621,34,34,3513
1988,3339,5378,5961,319510,314521,458,7.708,419,7.052,43830,12103,31727,3.848,13.935,34132,14248,19884,4.530,10.852,9698,3.083,21.704,286,289,3644
1988,3341,1599,1740,271131,273538,308,18.166,219,12.917,38486,9591,28895,3.506,14.070,42896,15473,27423,5.657,15.682,-4410,-1.612,28.139,152,155,3101
1988,3342,1462,1655,250576,247599,188,11.677,98,6.087,35099,10710,24389,4.326,14.176,28926,9590,19336,3.873,11.683,6173,2.493,23.365,54,54,1705
1988,3343,379,400,31570,31861,57,14.504,43,10.941,3958,1327,2631,4.165,12.423,4306,785,3521,2.464,13.515,-348,-1.092,24.846,30,30,524
1988,3344,4604,5221,522368,518885,741,14.512,511,10.008,66327,18227,48100,3.513,12.783,59821,18831,40990,3.629,11.529,6506,1.254,23.058,367,369,5496
1988,3345,4451,5103,676759,679668,553,10.884,509,10.018,61095,22540,38555,3.316,8.989,67447,23355,44092,3.436,9.924,-6352,-0.935,17.978,352,357,5970
1988,3346,745,789,47958,43402,140,18.409,83,10.914,13853,4521,9332,10.417,31.918,5050,1570,3480,3.617,11.636,8803,20.283,23.271,58,58,506
1988,3351,1173,1302,86539,86413,107,8.206,111,8.512,8193,1695,6498,1.962,9.481,7827,2262,5565,2.618,9.058,366,0.424,18.115,78,79,1335
1988,3352,327,412,112659,113187,51,12.469,45,11.002,15545,7573,7972,6.691,13.734,16652,11124,5528,9.828,14.712,-1107,-0.978,27.468,25,27,2468
1988,3353,2110,2558,232465,231642,199,7.786,195,7.629,25340,7706,17634,3.327,10.939,23651,7086,16565,3.059,10.210,1689,0.729,20.420,127,127,1192
1988,3359,2290,2673,210962,208049,272,10.204,257,9.642,34561,12277,22284,5.901,16.612,27814,13184,14630,6.337,13.369,6747,3.243,26.738,169,170,2967
1988,3361,225,284,240501,245758,39,13.805,36,12.743,17195,2210,14985,0.899,6.997,28559,1960,26599,0.798,11.621,-11364,-4.624,13.993,28,28,235
1988,3362,1871,2082,128866,125324,231,11.141,214,10.321,21675,8141,13534,6.496,17.295,14680,5241,9439,4.182,11.714,6995,5.582,23.427,169,169,3480
1988,3363,3960,4788,656015,658770,473,10.000,357,7.548,60390,19002,41388,2.884,9.167,65946,16520,49426,2.508,10.010,-5556,-0.843,18.334,242,243,6653
1988,3364,1399,1695,681818,673697,156,9.275,130,7.729,77195,29655,47540,4.402,11.458,62426,26147,36279,3.881,9.266,14769,2.192,18.532,83,83,900
1988,3365,164,194,27857,26072,29,15.263,21,11.053,6456,2458,3998,9.428,24.763,2867,938,1929,3.598,10.997,3589,13.766,21.993,11,11,345
1988,3366,1256,1354,167840,162388,180,13.549,129,9.710,26832,5652,21180,3.481,16.523,15937,3234,12703,1.992,9.814,10895,6.709,19.628,95,95,2006
1988,3369,493,507,30507,30588,68,13.614,53,10.611,3587,689,2898,2.253,11.727,3829,766,3063,2.504,12.518,-242,-0.791,23.454,43,43,546
1988,3371,13565,14315,408187,403122,2005,14.139,1737,12.249,66594,24454,42140,6.066,16.520,56506,23327,33179,5.787,14.017,10088,2.502,28.034,1356,1363,13926
1988,3372,2987,3171,162191,158377,369,11.838,261,8.373,25130,8353,16777,5.274,15.867,17666,7242,10424,4.573,11.154,7464,4.713,22.309,201,201,3202
1988,3379,1100,1262,42287,41860,127,10.234,85,6.849,5857,1814,4043,4.334,13.992,5095,1085,4010,2.592,12.172,762,1.820,24.343,62,62,665
1988,3391,10463,11005,246745,240915,1151,10.470,1128,10.261,38130,11414,26716,4.738,15.827,26939,7106,19833,2.950,11.182,11191,4.645,22.364,853,854,3826
1988,3399,15569,16092,409781,404054,2268,14.307,1788,11.279,68009,19045,48964,4.713,16.832,56635,20688,35947,5.120,14.017,11374,2.815,28.033,1445,1452,14636
1988,4231,18781,22255,261075,261150,2333,10.439,2520,11.276,42572,13733,28839,5.259,16.302,42727,16637,26090,6.371,16.361,-155,-0.059,32.604,1709,1779,9979
1988,4232,7999,9093,112536,110022,1308,14.597,1043,11.640,23854,8779,15075,7.979,21.681,18658,6493,12165,5.902,16.959,5196,4.723,33.917,810,828,4579
1988,4233,7966,10221,134833,132789,1205,11.904,1009,9.967,24664,7425,17239,5.592,18.574,20585,7249,13336,5.459,15.502,4079,3.072,31.004,730,746,4837
1988,4234,25190,34459,609100,606030,4560,13.360,3904,11.438,109232,37174,72058,6.134,18.024,104153,51019,53134,8.419,17.186,5079,0.838,34.372,2405,2487,15280
1988,4235,6912,9137,137642,134123,926,10.184,838,9.216,24785,7059,17726,5.263,18.479,17483,6372,11111,4.751,13.035,7302,5.444,26.070,505,527,3247
1988,4236,15606,22023,308798,303528,2985,13.728,2428,11.166,61868,24682,37186,8.132,20.383,51604,23824,27780,7.849,17.001,10264,3.382,34.003,1397,1451,10080
1988,4237,10764,14424,156917,155548,1363,9.503,1202,8.380,23923,7329,16594,4.712,15.380,21363,7519,13844,4.834,13.734,2560,1.646,27.468,809,869,4695
1988,4238,47216,61436,656511,647803,5969,9.765,5349,8.751,113036,38689,74347,5.972,17.449,96333,35789,60544,5.525,14.871,16703,2.578,29.741,3372,3499,18802
1988,4239,25307,26999,264926,257448,4269,15.997,3642,13.648,62116,21328,40788,8.284,24.128,46756,19951,26805,7.750,18.161,15360,5.966,36.323,2881,2894,13513
1988,4241,8576,11592,172189,169102,1378,12.140,896,7.894,30099,9550,20549,5.647,17.799,23733,7065,16668,4.178,14.035,6366,3.765,28.070,588,595,3437
1988,4242,3043,3925,111586,109542,576,14.786,517,13.272,21331,8865,12466,8.093,19.473,17808,6213,11595,5.672,16.257,3523,3.216,32.514,322,324,2097
1988,4243,8263,8850,113477,113251,1577,18.070,1331,15.252,26448,9740,16708,8.600,23.354,26113,10127,15986,8.942,23.058,335,0.296,46.115,1014,1022,5638
1988,4244,27494,33995,676759,677833,3914,11.532,3806,11.214,115502,36446,79056,5.377,17.040,118562,52623,65939,7.763,17.491,-3060,-0.451,34.080,2787,2819,33940
1988,4245,7143,10082,88005,88692,680,6.726,735,7.270,14432,4021,10411,4.534,16.272,15774,4893,10881,5.517,17.785,-1342,-1.513,32.544,457,472,3233
1988,4246,7586,11039,127441,126997,1389,12.768,1068,9.818,24003,8333,15670,6.562,18.901,22882,7952,14930,6.262,18.018,1121,0.883,36.036,594,630,3933
1988,4247,9609,12690,134232,138352,1028,8.056,1170,9.169,21838,6411,15427,4.634,15.784,30061,9008,21053,6.511,21.728,-8223,-5.944,31.569,714,730,4844
1988,4248,3966,5058,139819,140810,315,6.168,413,8.087,15103,4016,11087,2.852,10.726,17029,4833,12196,3.432,12.094,-1926,-1.368,21.452,298,305,2691
1988,4249,19552,23413,278774,271568,3347,14.440,2878,12.417,55783,22111,33672,8.142,20.541,41763,15231,26532,5.609,15.378,14020,5.163,30.757,2030,2070,9845
1988,4251,30291,32724,296707,294962,3813,11.789,3055,9.445,56358,20966,35392,7.108,19.107,53064,18761,34303,6.360,17.990,3294,1.117,35.980,2037,2045,10865
1988,4411,39057,40897,1009920,1001664,4725,11.638,4130,10.173,141118,56648,84470,5.655,14.088,124589,47212,77377,4.713,12.438,16529,1.650,24.876,3351,3380,37415
1988,4412,11459,12122,92490,91681,1346,11.122,1306,10.792,18633,6282,12351,6.852,20.324,17061,6452,10609,7.037,18.609,1572,1.715,37.218,1057,1064,5148
1988,4413,44281,62623,466859,463574,5975,9.555,5791,9.261,82859,32568,50291,7.025,17.874,75703,27753,47950,5.987,16.330,7156,1.544,32.661,3799,4029,16796
1988,4421,22086,28125,240482,238833,3260,11.668,2889,10.340,45230,17312,27918,7.249,18.938,41848,15305,26543,6.408,17.522,3382,1.416,35.044,2102,2210,10764
1988,4422,23476,29317,189985,183442,4222,14.635,3287,11.394,46324,20654,25670,11.259,25.253,33112,13120,19992,7.152,18.050,13212,7.202,36.101,2272,2384,8798
1988,4431,29378,44098,313655,305569,6341,14.586,5091,11.711,76874,36573,40301,11.969,25.158,60435,23402,37033,7.659,19.778,16439,5.380,39.556,3374,3595,15093
1988,4441,56772,74053,823312,813138,6567,8.893,6156,8.336,135793,48022,87771,5.906,16.700,116026,40412,75614,4.970,14.269,19767,2.431,28.538,4263,4383,21279
1988,4442,17925,21845,169005,166220,2212,10.172,2016,9.270,33987,10059,23928,6.052,20.447,28251,9693,18558,5.831,16.996,5736,3.451,33.992,1343,1370,6078
1988,4451,62774,94924,2235588,2196963,12418,13.098,12193,12.860,399446,197408,202038,8.985,18.182,323226,136545,186681,6.215,14.712,76220,3.469,29.425,7694,7979,52292
1988,4452,21626,25829,166526,168054,3762,14.468,4108,15.799,38711,18838,19873,11.210,23.035,42245,17593,24652,10.469,25.138,-3534,-2.103,46.070,3170,3214,12898
1988,4453,27123,32101,154477,156030,3629,11.257,3905,12.113,29590,13428,16162,8.606,18.964,32703,13461,19242,8.627,20.959,-3113,-1.995,37.929,2919,2977,10332
1988,4461,50686,78277,722849,718607,8144,10.490,6864,8.841,132811,58525,74286,8.144,18.482,123740,43357,80383,6.033,17.219,9071,1.262,34.439,4245,4378,20350
1988,4471,87217,138075,973238,969020,16929,12.343,15093,11.004,218772,103389,115383,10.669,22.577,209625,80087,129538,8.265,21.633,9147,0.944,43.265,9539,9946,46226
1988,4481,55285,104305,947237,935934,14565,14.109,12421,12.032,220584,100402,120182,10.727,23.568,194982,65320,129662,6.979,20.833,25602,2.735,41.666,7294,7830,32354
1988,4482,11172,37226,202085,201235,4211,11.353,3939,10.620,43658,20181,23477,10.029,21.695,41836,15702,26134,7.803,20.790,1822,0.905,41.579,1641,1778,6482
1988,4483,19182,28800,176321,175033,3838,13.505,3075,10.820,39759,16683,23076,9.531,22.715,37841,13056,24785,7.459,21.619,1918,1.096,43.239,1908,2006,7118
1988,4511,32544,42564,310688,302270,6212,14.735,5398,12.805,71744,32580,39164,10.778,23.735,54970,21503,33467,7.114,18.186,16774,5.549,36.372,3899,4059,13360
1988,4512,8299,12708,88138,85477,1759,14.071,1345,10.759,19769,7435,12334,8.698,23.128,14611,5541,9070,6.482,17.093,5158,6.034,34.187,901,946,3567
1988,4522,227,6439,1164886,1139479,366,5.783,145,2.291,138620,45974,92646,4.035,12.165,89162,19447,69715,1.707,7.825,49458,4.340,15.650,13,16,4388
